60 6
apart 0 13
apart 0 14
apart 0 16
apart 0 19
apart 0 26
apart 0 35
apart 0 38
apart 0 39
together 0 40
apart 0 44
apart 0 47
apart 0 53
apart 0 54
apart 1 11
together 1 27
apart 1 31
apart 1 37
apart 1 38
apart 1 43
apart 1 46
apart 1 49
apart 1 50
apart 1 54
apart 2 4
apart 2 6
apart 2 18
apart 2 19
apart 2 21
apart 2 22
apart 2 26
apart 2 34
apart 2 36
apart 2 38
apart 2 43
apart 2 54
apart 3 6
apart 3 7
apart 3 8
apart 3 11
apart 3 13
apart 3 18
apart 3 19
apart 3 22
apart 3 25
apart 3 29
apart 3 40
apart 3 56
apart 4 6
apart 4 20
apart 4 21
apart 4 23
apart 4 26
apart 4 28
apart 4 29
apart 4 31
apart 4 49
apart 4 52
apart 4 55
apart 4 58
apart 5 18
apart 5 28
apart 5 36
apart 5 37
apart 5 40
apart 5 41
apart 5 43
apart 5 45
apart 5 53
apart 5 55
apart 5 57
apart 6 10
apart 6 12
apart 6 20
apart 6 23
apart 6 29
apart 6 43
apart 6 44
apart 6 46
apart 6 51
apart 7 8
apart 7 9
apart 7 13
apart 7 14
apart 7 18
apart 7 32
apart 7 38
apart 7 41
apart 7 50
apart 7 57
apart 7 58
apart 8 11
apart 8 12
apart 8 22
apart 8 26
apart 8 31
apart 8 37
apart 8 40
apart 8 43
apart 8 51
apart 8 52
apart 8 54
apart 9 10
apart 9 13
apart 9 14
apart 9 15
apart 9 18
apart 9 21
apart 9 29
apart 9 33
apart 9 36
apart 9 44
apart 9 55
apart 10 11
apart 10 14
apart 10 15
apart 10 17
apart 10 18
apart 10 19
apart 10 20
apart 10 34
apart 10 35
together 10 36
apart 10 38
apart 10 42
apart 10 44
apart 10 48
apart 10 49
apart 10 50
apart 10 53
apart 11 13
apart 11 21
apart 11 23
apart 11 25
apart 11 27
apart 11 31
apart 11 33
apart 11 35
apart 11 36
apart 11 41
together 11 43
apart 11 44
apart 11 50
apart 11 51
apart 11 54
apart 11 55
apart 11 57
apart 11 58
apart 12 16
apart 12 17
apart 12 18
apart 12 21
apart 12 23
apart 12 26
apart 12 27
apart 12 35
apart 12 39
apart 12 41
apart 12 46
apart 12 51
apart 12 57
apart 12 59
apart 13 15
apart 13 17
apart 13 22
apart 13 29
apart 13 32
apart 13 38
apart 13 42
apart 13 43
apart 13 46
apart 13 47
apart 13 51
apart 13 55
apart 13 56
apart 13 57
apart 13 59
apart 14 17
apart 14 18
apart 14 26
apart 14 28
apart 14 30
apart 14 32
apart 14 33
apart 14 42
apart 14 54
apart 14 57
apart 15 20
apart 15 33
apart 15 35
apart 15 40
apart 15 48
apart 15 52
apart 15 57
apart 15 58
apart 16 21
apart 16 23
apart 16 31
apart 16 34
apart 16 37
apart 16 38
apart 16 39
apart 16 44
apart 16 46
apart 16 48
apart 16 55
apart 17 21
together 17 25
apart 17 27
apart 17 28
apart 17 29
apart 17 41
apart 17 45
apart 18 21
apart 18 22
apart 18 30
apart 18 38
apart 18 39
apart 18 40
apart 18 42
apart 18 44
apart 18 56
apart 18 58
apart 19 29
apart 19 31
apart 19 33
apart 19 39
apart 19 42
apart 19 45
apart 19 46
apart 19 47
apart 19 50
apart 19 54
apart 20 21
apart 20 23
apart 20 28
apart 20 29
apart 20 35
apart 20 36
apart 20 38
apart 20 45
apart 20 49
apart 20 58
apart 21 22
apart 21 24
apart 21 30
apart 21 33
apart 21 40
apart 21 42
apart 21 43
apart 21 53
apart 21 54
apart 22 26
apart 22 29
apart 22 30
apart 22 32
apart 22 34
apart 22 37
apart 22 42
apart 22 45
apart 22 50
apart 22 51
apart 22 56
apart 23 28
apart 23 29
apart 23 34
apart 23 47
apart 23 49
apart 23 50
apart 24 31
apart 24 42
apart 24 45
apart 24 46
apart 25 29
apart 25 36
apart 25 40
apart 25 42
apart 25 53
apart 26 28
together 26 31
apart 26 33
apart 26 41
apart 26 48
apart 26 56
apart 26 59
apart 27 28
apart 27 31
apart 27 34
apart 27 41
apart 27 43
apart 27 56
apart 28 33
apart 28 41
apart 28 44
apart 28 46
apart 28 47
apart 28 48
apart 28 50
apart 28 53
apart 28 55
apart 29 33
apart 29 35
apart 29 38
apart 29 40
apart 29 42
apart 29 45
apart 29 53
apart 29 56
apart 30 32
apart 30 38
apart 30 43
apart 30 51
apart 30 53
apart 30 58
apart 31 34
apart 31 41
apart 31 47
apart 31 49
apart 31 52
apart 31 56
apart 32 43
apart 32 48
apart 32 54
apart 32 56
apart 33 34
apart 33 36
apart 33 43
apart 33 45
apart 33 46
apart 33 50
apart 33 56
apart 33 57
apart 33 59
apart 34 41
apart 34 42
apart 34 47
apart 34 51
apart 34 54
apart 34 55
apart 34 57
apart 34 58
apart 35 36
apart 35 38
apart 35 40
apart 35 42
apart 35 51
together 35 59
apart 36 39
apart 36 47
apart 36 49
apart 36 50
apart 36 53
apart 37 43
apart 37 53
apart 38 39
apart 38 43
apart 38 45
apart 38 49
apart 38 58
apart 38 59
apart 39 40
apart 39 48
apart 39 52
apart 40 42
apart 40 48
apart 40 49
apart 40 52
apart 40 58
apart 40 59
apart 41 42
apart 41 46
apart 41 47
apart 41 55
apart 41 56
apart 42 58
apart 43 48
apart 43 56
apart 43 58
apart 44 45
apart 44 48
apart 44 49
apart 44 52
apart 44 59
apart 46 52
apart 46 54
apart 46 56
apart 46 58
apart 46 59
apart 47 52
apart 48 52
apart 48 57
apart 49 50
apart 49 52
apart 49 53
apart 49 56
apart 49 57
apart 50 54
apart 50 55
apart 51 54
apart 51 55
apart 51 58
apart 52 54
apart 52 57
apart 53 54
apart 56 57
apart 56 58
apart 57 59
