60 6
apart 0 9
apart 0 10
apart 0 12
apart 0 14
apart 0 18
apart 0 42
apart 0 43
apart 0 45
apart 0 50
apart 0 54
apart 0 59
apart 1 4
apart 1 5
apart 1 8
apart 1 9
apart 1 10
apart 1 23
apart 1 25
apart 1 38
apart 1 42
apart 1 43
apart 1 44
apart 1 49
apart 1 51
apart 1 54
apart 1 59
apart 2 5
apart 2 6
apart 2 9
apart 2 10
apart 2 11
apart 2 14
apart 2 17
apart 2 22
apart 2 26
apart 2 28
apart 2 30
apart 2 42
apart 2 47
apart 2 51
apart 2 52
apart 2 55
apart 3 4
apart 3 5
apart 3 7
apart 3 8
apart 3 11
apart 3 14
apart 3 16
apart 3 31
apart 3 33
apart 3 42
apart 3 43
apart 3 50
apart 4 12
apart 4 13
apart 4 23
apart 4 24
apart 4 26
apart 4 31
apart 4 45
apart 4 46
apart 4 49
apart 5 8
apart 5 10
apart 5 11
apart 5 20
apart 5 25
apart 5 35
apart 5 36
apart 5 54
apart 5 56
apart 6 7
apart 6 18
apart 6 20
apart 6 22
apart 6 32
apart 6 33
apart 6 45
apart 6 52
apart 6 54
apart 6 56
apart 7 16
apart 7 19
apart 7 21
apart 7 27
apart 7 43
together 8 10
apart 8 15
apart 8 18
apart 8 23
apart 8 27
apart 8 34
apart 8 35
apart 8 51
apart 8 52
apart 8 59
apart 9 10
apart 9 11
apart 9 17
apart 9 18
apart 9 23
apart 9 24
apart 9 25
apart 9 26
apart 9 27
apart 9 29
apart 9 37
apart 9 39
apart 9 44
apart 9 45
apart 9 48
apart 9 54
apart 10 11
apart 10 20
apart 10 31
apart 10 32
apart 10 34
apart 10 36
apart 10 41
apart 10 48
apart 10 49
apart 10 54
apart 10 55
apart 11 13
apart 11 15
together 11 28
apart 11 34
apart 11 39
apart 11 42
apart 11 43
apart 11 48
apart 11 49
apart 11 54
apart 11 55
apart 12 15
apart 12 17
apart 12 22
apart 12 23
apart 12 28
apart 12 29
apart 12 35
apart 12 36
apart 12 37
apart 12 38
apart 12 48
apart 12 54
apart 12 56
apart 12 57
apart 12 59
apart 13 14
apart 13 25
apart 13 27
apart 13 28
apart 13 29
apart 13 31
apart 13 41
apart 13 46
apart 13 49
apart 13 50
apart 13 55
apart 14 20
apart 14 23
apart 14 26
apart 14 28
apart 14 33
apart 14 39
apart 14 45
apart 14 47
apart 14 48
apart 14 49
apart 14 55
apart 15 16
apart 15 17
apart 15 18
apart 15 19
apart 15 22
apart 15 27
apart 15 35
apart 15 36
apart 15 39
apart 15 52
apart 15 54
apart 16 17
apart 16 19
apart 16 21
apart 16 22
apart 16 24
apart 16 33
apart 16 38
apart 16 39
apart 16 43
apart 16 53
apart 16 54
apart 16 57
apart 16 59
apart 17 22
apart 17 23
apart 17 27
apart 17 34
apart 17 36
apart 17 43
together 17 46
apart 17 54
apart 17 55
apart 17 58
apart 18 23
apart 18 25
apart 18 26
apart 18 27
apart 18 28
apart 18 32
apart 18 33
apart 18 34
apart 18 40
apart 18 43
apart 18 47
apart 18 48
apart 18 49
apart 18 56
apart 18 58
apart 19 31
apart 19 39
apart 19 41
apart 19 43
apart 19 48
apart 19 50
apart 19 51
apart 19 52
apart 20 23
apart 20 26
apart 20 32
apart 20 47
apart 20 51
apart 20 52
apart 20 53
apart 21 24
apart 21 33
apart 21 38
apart 21 41
apart 21 45
apart 21 57
apart 22 31
apart 22 34
apart 22 36
apart 22 40
apart 22 48
apart 22 50
apart 23 25
apart 23 28
apart 23 31
apart 23 33
apart 23 35
apart 23 38
apart 23 44
apart 23 48
apart 23 52
apart 24 25
apart 24 33
apart 24 35
apart 24 39
apart 24 42
apart 24 47
apart 24 55
apart 24 58
together 25 27
apart 25 36
apart 25 39
apart 25 42
apart 25 43
apart 25 46
apart 25 49
apart 25 52
apart 26 36
apart 26 39
apart 26 44
apart 26 57
apart 27 30
apart 27 32
apart 27 42
apart 27 45
apart 27 50
apart 27 51
apart 27 56
apart 28 29
apart 28 35
apart 28 50
apart 28 53
apart 29 30
apart 29 36
apart 29 42
apart 29 44
apart 29 45
apart 29 48
apart 29 50
apart 29 56
apart 29 58
apart 30 34
apart 30 37
apart 30 42
apart 30 45
apart 30 48
apart 30 54
apart 30 55
apart 31 32
apart 31 37
apart 31 38
apart 31 46
apart 31 51
apart 31 53
apart 31 56
apart 32 42
apart 32 46
apart 32 48
apart 32 58
together 33 43
apart 33 46
apart 33 47
apart 33 50
apart 33 55
apart 33 58
apart 33 59
apart 34 35
apart 34 38
apart 34 40
apart 34 54
apart 35 37
apart 35 41
apart 35 47
apart 35 51
apart 35 53
apart 36 43
apart 36 44
together 36 47
apart 36 49
apart 36 54
apart 36 58
apart 37 43
apart 37 49
apart 37 51
apart 37 58
apart 37 59
apart 38 42
apart 38 43
apart 38 46
apart 38 58
apart 38 59
apart 39 47
apart 39 48
apart 39 49
apart 40 54
apart 41 42
apart 41 45
apart 41 46
apart 41 59
apart 42 48
apart 42 51
apart 42 52
apart 42 56
apart 42 58
apart 43 46
apart 43 47
apart 43 49
apart 44 45
apart 44 49
apart 44 54
apart 44 57
apart 45 57
apart 45 59
apart 46 47
apart 46 49
apart 47 50
apart 47 51
apart 47 52
apart 47 53
apart 47 54
apart 47 56
apart 48 51
apart 48 53
apart 48 54
apart 48 59
apart 49 53
apart 49 55
apart 49 58
apart 49 59
apart 50 55
apart 50 57
apart 52 53
apart 52 55
apart 52 59
apart 53 59
apart 54 56
apart 54 58
