60 6
apart 0 1
apart 0 10
apart 0 11
apart 0 14
apart 0 16
apart 0 21
apart 0 25
apart 0 27
apart 0 29
apart 0 40
apart 0 43
apart 0 54
apart 0 58
apart 1 10
apart 1 13
apart 1 14
apart 1 15
apart 1 16
apart 1 17
apart 1 29
apart 1 33
apart 1 38
apart 1 39
together 1 49
apart 1 55
apart 1 56
apart 1 57
apart 2 5
apart 2 6
apart 2 7
apart 2 12
apart 2 14
apart 2 17
apart 2 24
apart 2 35
apart 2 37
apart 2 48
apart 2 53
apart 2 56
apart 3 8
apart 3 11
apart 3 17
apart 3 22
apart 3 23
apart 3 25
apart 3 36
apart 3 37
apart 3 39
apart 3 42
apart 3 49
apart 3 51
apart 3 58
apart 4 5
apart 4 10
apart 4 11
apart 4 12
apart 4 13
apart 4 14
apart 4 15
apart 4 26
apart 4 29
apart 4 43
apart 4 45
apart 4 46
apart 4 48
apart 5 18
apart 5 19
apart 5 21
apart 5 26
apart 5 36
apart 5 37
apart 5 38
apart 5 41
apart 5 44
apart 5 46
apart 5 51
apart 5 56
apart 5 57
apart 6 15
apart 6 24
apart 6 42
apart 6 43
apart 6 48
apart 6 50
apart 6 54
apart 7 9
apart 7 25
apart 7 26
apart 7 30
apart 7 37
apart 7 42
apart 7 52
apart 7 58
apart 8 9
apart 8 27
apart 8 28
apart 8 30
apart 8 35
apart 8 37
apart 8 38
apart 8 40
apart 8 43
apart 8 48
apart 8 58
apart 9 17
apart 9 18
apart 9 20
apart 9 21
apart 9 25
apart 9 33
apart 9 35
apart 9 39
apart 9 51
apart 9 52
apart 10 12
apart 10 17
apart 10 24
apart 10 25
apart 10 29
apart 10 33
apart 10 35
apart 10 36
apart 10 37
apart 10 45
apart 10 48
apart 10 55
apart 10 56
apart 11 15
apart 11 16
apart 11 19
apart 11 28
apart 11 34
apart 11 35
apart 11 36
apart 11 37
apart 11 47
apart 11 50
apart 11 53
apart 11 54
apart 12 17
apart 12 19
apart 12 30
apart 12 49
apart 12 56
apart 12 58
apart 13 18
apart 13 26
apart 13 44
apart 13 46
apart 13 50
apart 13 56
apart 13 57
apart 14 25
apart 14 27
apart 14 41
apart 14 45
apart 14 48
apart 14 51
apart 14 55
apart 15 29
together 15 30
apart 15 38
apart 15 48
apart 15 49
apart 15 52
together 15 54
apart 15 56
apart 15 58
apart 16 17
apart 16 24
apart 16 34
apart 16 37
apart 16 40
apart 16 43
apart 16 48
apart 17 18
apart 17 22
apart 17 23
apart 17 26
apart 17 35
apart 17 45
apart 17 48
apart 17 49
apart 17 52
apart 17 53
apart 17 59
apart 18 19
apart 18 25
apart 18 30
apart 18 37
apart 18 42
apart 18 48
apart 18 51
apart 18 57
apart 19 23
apart 19 24
apart 19 45
apart 19 56
apart 19 59
apart 20 22
apart 20 27
apart 20 29
apart 20 30
apart 20 31
apart 20 36
apart 20 46
apart 20 52
apart 20 53
apart 21 23
apart 21 31
apart 21 36
apart 21 40
apart 21 48
apart 22 23
apart 22 30
apart 22 37
apart 22 39
apart 22 40
apart 22 41
apart 22 50
apart 22 51
apart 22 58
apart 23 25
apart 23 29
together 23 38
apart 23 39
apart 23 43
apart 23 45
apart 23 47
apart 23 49
apart 23 50
apart 23 58
apart 24 32
apart 24 36
apart 24 38
apart 24 41
apart 24 42
apart 24 44
apart 24 58
apart 25 26
apart 25 33
together 25 41
apart 25 53
apart 25 54
apart 25 55
apart 26 29
apart 26 32
apart 26 37
apart 26 45
apart 26 55
apart 26 56
apart 27 37
apart 27 39
apart 27 40
apart 27 55
apart 27 59
apart 28 29
apart 28 32
apart 28 33
apart 28 35
apart 28 38
apart 28 39
apart 28 42
apart 28 52
apart 28 55
apart 28 59
apart 29 31
apart 29 34
apart 29 38
apart 29 46
apart 29 47
apart 29 48
apart 29 51
apart 29 52
apart 30 37
apart 30 42
apart 30 51
apart 30 52
apart 30 53
apart 30 55
apart 30 57
apart 31 33
apart 31 40
apart 31 48
apart 31 49
apart 31 51
apart 31 57
apart 32 37
apart 32 38
apart 32 41
apart 32 45
apart 32 46
apart 32 47
apart 32 50
together 32 55
apart 32 57
apart 32 58
apart 33 38
apart 33 39
apart 33 46
apart 33 48
apart 33 49
apart 33 51
apart 34 42
apart 34 49
apart 34 50
apart 34 53
apart 34 57
apart 34 58
apart 35 36
apart 35 37
apart 35 38
apart 35 39
apart 35 40
apart 35 42
apart 35 47
apart 35 48
apart 35 54
apart 36 39
apart 36 42
apart 36 48
apart 36 51
apart 36 55
apart 37 40
apart 37 41
apart 37 43
apart 37 51
apart 37 52
apart 37 53
apart 37 57
apart 38 44
apart 38 46
apart 38 48
apart 38 50
apart 38 51
apart 38 52
apart 38 53
apart 38 54
apart 38 58
apart 38 59
apart 39 46
apart 39 47
apart 39 59
apart 40 46
apart 40 47
apart 40 55
apart 40 56
apart 40 57
apart 40 58
apart 41 45
apart 41 47
apart 41 48
apart 41 51
apart 41 57
apart 42 45
apart 42 47
apart 42 51
apart 42 56
apart 42 59
apart 43 49
apart 43 54
apart 44 53
apart 44 55
apart 44 56
apart 45 47
apart 46 53
apart 47 52
apart 47 57
apart 48 58
apart 49 53
apart 49 55
apart 49 56
apart 50 57
apart 50 58
apart 50 59
apart 51 54
apart 51 58
apart 52 58
apart 54 59
apart 56 58
apart 57 59
