60 6
apart 0 1
apart 0 2
apart 0 3
apart 0 12
apart 0 15
apart 0 20
apart 0 27
apart 0 30
apart 0 32
apart 0 33
apart 0 34
apart 0 36
apart 0 37
apart 0 40
apart 0 45
apart 0 50
apart 0 52
apart 0 55
apart 1 3
apart 1 11
apart 1 13
apart 1 17
apart 1 21
apart 1 28
apart 1 29
apart 1 34
apart 1 39
apart 1 42
apart 1 50
apart 2 10
apart 2 12
apart 2 15
apart 2 20
apart 2 27
apart 2 31
apart 2 35
apart 2 40
apart 2 48
apart 2 53
apart 2 56
apart 3 23
apart 3 24
apart 3 30
apart 3 36
apart 3 37
apart 3 38
apart 3 51
apart 4 7
together 4 11
apart 4 22
apart 4 29
together 4 35
apart 4 41
apart 4 43
apart 4 44
apart 4 48
apart 4 57
apart 5 8
apart 5 9
apart 5 12
apart 5 15
apart 5 25
apart 5 28
apart 5 32
apart 5 33
apart 5 39
apart 5 41
apart 5 50
apart 5 57
apart 6 14
apart 6 15
apart 6 18
apart 6 24
apart 6 27
apart 6 28
apart 6 39
apart 6 40
apart 6 41
apart 6 44
apart 6 49
apart 6 56
apart 7 8
apart 7 10
apart 7 13
apart 7 25
apart 7 29
apart 7 31
apart 7 33
apart 7 37
apart 7 45
apart 7 51
apart 7 58
apart 8 9
apart 8 13
apart 8 16
apart 8 18
apart 8 25
apart 8 37
apart 8 39
apart 8 51
apart 8 52
apart 8 53
apart 8 57
apart 9 11
apart 9 12
apart 9 21
apart 9 23
apart 9 29
apart 9 30
apart 9 33
apart 9 37
apart 9 44
apart 9 45
apart 9 49
apart 9 55
apart 10 12
apart 10 14
apart 10 18
apart 10 34
apart 10 36
apart 10 46
apart 10 59
together 11 13
apart 11 20
apart 11 21
apart 11 29
apart 11 30
apart 11 44
apart 11 50
apart 11 51
apart 12 15
apart 12 18
apart 12 24
apart 12 25
apart 12 26
apart 12 27
apart 12 29
apart 12 31
apart 12 32
apart 12 33
apart 12 37
apart 12 42
apart 12 43
apart 12 46
apart 12 49
apart 12 51
apart 12 54
apart 12 56
apart 12 59
apart 13 15
apart 13 16
apart 13 29
apart 13 30
apart 13 34
apart 13 41
apart 13 43
apart 13 47
apart 14 17
apart 14 19
apart 14 24
apart 14 32
apart 14 35
apart 14 39
apart 14 40
apart 14 46
apart 14 53
apart 14 54
apart 15 17
apart 15 23
apart 15 30
apart 15 33
apart 15 37
apart 15 38
apart 15 40
apart 15 41
apart 15 43
apart 15 45
apart 15 49
apart 15 51
apart 15 54
apart 15 56
apart 16 20
apart 16 21
apart 16 25
apart 16 28
apart 16 35
apart 16 42
apart 16 50
apart 16 56
apart 16 57
apart 17 18
apart 17 23
apart 17 25
apart 17 26
apart 17 30
apart 17 35
apart 17 36
apart 17 40
apart 17 46
apart 17 54
apart 17 55
apart 18 23
apart 18 31
apart 18 36
apart 18 37
apart 18 40
apart 18 46
apart 18 49
apart 19 23
apart 19 33
apart 19 40
apart 19 50
apart 19 56
apart 19 59
apart 20 29
apart 20 32
apart 20 40
apart 20 43
apart 20 44
apart 20 45
apart 20 46
apart 20 48
apart 20 52
apart 20 53
apart 20 57
apart 21 27
apart 21 28
apart 21 32
apart 21 38
apart 21 41
apart 21 43
apart 21 46
apart 21 47
apart 21 49
apart 21 52
apart 21 53
apart 21 58
apart 22 28
apart 22 36
apart 22 38
apart 22 40
apart 22 43
apart 22 44
apart 22 45
apart 22 46
apart 22 54
apart 22 55
apart 22 56
apart 23 28
apart 23 35
apart 23 42
apart 23 49
apart 23 50
apart 23 51
apart 23 54
apart 23 55
apart 24 25
apart 24 34
apart 24 37
apart 24 50
apart 24 52
apart 24 53
apart 24 56
apart 25 39
apart 25 40
apart 25 44
apart 25 47
apart 25 52
apart 25 55
apart 25 56
apart 25 57
together 26 29
apart 26 31
apart 26 33
apart 26 35
apart 26 36
apart 26 40
apart 26 42
apart 26 48
apart 26 49
apart 26 51
apart 26 52
apart 26 59
apart 27 33
apart 27 36
apart 27 39
apart 27 46
apart 27 49
apart 27 55
apart 28 35
apart 28 46
apart 28 47
apart 28 52
apart 28 56
apart 28 59
apart 29 35
apart 29 36
apart 29 42
apart 29 54
apart 29 55
apart 30 34
apart 30 35
apart 30 45
apart 30 47
apart 30 48
apart 30 49
apart 30 51
apart 30 59
apart 31 33
apart 31 35
apart 31 41
apart 31 44
apart 31 45
apart 31 53
apart 32 33
apart 32 40
apart 32 42
apart 32 53
apart 32 56
apart 32 59
apart 33 41
apart 33 45
apart 33 49
apart 33 53
apart 33 54
apart 33 57
apart 34 35
apart 34 42
apart 34 51
apart 34 52
apart 35 39
apart 35 40
apart 35 44
apart 35 45
apart 36 37
apart 36 48
apart 36 59
apart 37 38
apart 37 46
apart 37 52
apart 37 53
apart 37 54
apart 37 55
apart 38 39
apart 38 42
apart 38 50
apart 38 51
apart 38 54
apart 38 55
apart 38 56
apart 39 42
apart 39 52
apart 39 55
apart 39 58
apart 40 45
apart 40 46
apart 40 48
apart 40 52
apart 40 57
apart 41 42
apart 41 45
apart 41 48
apart 41 55
together 41 56
apart 42 48
apart 42 53
apart 42 59
apart 43 53
apart 43 55
apart 43 57
apart 44 45
apart 44 56
apart 45 47
apart 45 50
apart 45 52
apart 46 52
apart 46 53
apart 46 58
apart 46 59
apart 47 57
apart 48 55
apart 48 56
apart 49 50
apart 49 52
apart 49 53
apart 49 54
apart 51 58
apart 52 58
apart 53 55
apart 53 58
apart 54 55
apart 54 57
apart 54 58
apart 55 58
apart 57 58
