60 6
apart 0 1
apart 0 6
apart 0 10
apart 0 13
apart 0 18
together 0 24
apart 0 26
apart 0 31
apart 0 41
apart 0 43
apart 0 49
apart 0 50
apart 0 53
apart 0 54
apart 1 2
apart 1 3
apart 1 10
apart 1 15
apart 1 17
apart 1 27
apart 1 30
apart 1 31
apart 1 33
apart 1 34
apart 1 42
apart 1 44
apart 1 52
apart 1 55
apart 1 56
apart 1 58
apart 2 10
apart 2 12
apart 2 14
apart 2 15
apart 2 24
apart 2 26
apart 2 35
apart 2 40
together 2 42
apart 2 46
apart 2 50
apart 2 53
apart 2 54
apart 2 57
apart 3 5
apart 3 9
apart 3 10
apart 3 12
apart 3 19
apart 3 35
apart 3 36
apart 3 40
apart 3 42
apart 3 44
apart 3 45
apart 3 46
apart 3 48
apart 3 55
apart 3 56
apart 3 57
apart 4 5
apart 4 10
apart 4 12
apart 4 17
apart 4 18
apart 4 27
apart 4 29
apart 4 33
apart 4 36
apart 4 38
apart 4 45
apart 4 53
apart 4 54
apart 4 55
apart 4 56
apart 5 7
apart 5 12
apart 5 13
apart 5 16
apart 5 19
apart 5 28
apart 5 31
apart 5 32
together 5 38
apart 5 39
apart 5 49
apart 6 15
apart 6 24
apart 6 27
apart 6 31
apart 6 35
apart 6 37
apart 6 41
apart 6 44
apart 6 54
apart 6 55
apart 7 13
apart 7 14
apart 7 20
apart 7 21
apart 7 27
apart 7 29
apart 7 30
apart 7 32
apart 7 34
apart 7 35
apart 7 45
apart 7 47
apart 7 48
apart 7 50
apart 7 51
apart 8 14
apart 8 19
apart 8 30
apart 8 31
apart 8 37
apart 8 45
apart 8 51
apart 8 54
apart 8 56
apart 8 58
apart 9 14
apart 9 17
apart 9 24
apart 9 29
apart 9 31
apart 9 33
apart 10 13
apart 10 21
apart 10 24
together 10 41
apart 10 42
apart 10 45
apart 10 48
apart 10 52
apart 10 53
apart 11 18
apart 11 24
apart 11 31
apart 11 51
apart 12 15
apart 12 17
apart 12 18
apart 12 30
apart 12 31
apart 12 36
apart 12 38
apart 12 39
apart 12 41
apart 12 49
apart 13 17
apart 13 21
apart 13 26
together 13 28
apart 13 33
apart 13 36
apart 13 44
apart 13 45
apart 13 47
apart 13 49
