60 6
apart 0 3
apart 0 4
apart 0 6
apart 0 10
apart 0 14
apart 0 16
apart 0 20
apart 0 24
apart 0 31
apart 0 34
apart 0 36
apart 0 41
apart 0 47
apart 0 49
apart 0 54
apart 1 5
apart 1 6
apart 1 14
apart 1 26
apart 1 28
apart 1 32
apart 1 33
apart 1 43
apart 1 47
apart 1 54
apart 2 3
apart 2 4
apart 2 5
apart 2 6
apart 2 10
apart 2 12
apart 2 15
apart 2 22
apart 2 30
apart 2 33
apart 2 34
apart 2 36
apart 2 40
apart 2 41
apart 2 43
apart 2 46
apart 2 47
apart 2 50
apart 2 53
apart 2 54
apart 3 8
apart 3 19
apart 3 25
apart 3 26
apart 3 28
apart 3 35
apart 3 44
apart 3 50
apart 3 58
apart 4 14
apart 4 15
apart 4 17
apart 4 23
apart 4 24
apart 4 26
apart 4 34
apart 4 37
apart 4 38
apart 4 40
apart 4 41
apart 4 42
apart 4 53
apart 4 55
apart 4 59
apart 5 15
apart 5 25
apart 5 28
apart 5 33
apart 5 37
apart 5 40
apart 5 46
apart 5 47
apart 5 53
apart 5 54
apart 6 14
apart 6 21
apart 6 22
apart 6 25
apart 6 32
apart 6 36
apart 6 40
apart 6 43
apart 6 45
apart 6 50
apart 7 21
apart 7 23
apart 7 31
apart 7 32
apart 7 37
apart 7 38
apart 7 41
apart 7 44
apart 7 50
apart 7 51
apart 7 55
apart 7 57
apart 7 59
apart 8 12
apart 8 13
apart 8 15
apart 8 18
apart 8 20
apart 8 27
apart 8 29
apart 8 35
apart 8 37
apart 8 40
apart 8 45
apart 8 54
apart 8 57
apart 8 58
together 9 11
apart 9 13
apart 9 17
apart 9 19
apart 9 20
apart 9 23
apart 9 25
apart 9 30
apart 9 35
apart 9 36
apart 9 38
apart 9 44
apart 9 46
apart 9 49
apart 9 58
apart 10 15
apart 10 17
apart 10 25
apart 10 34
apart 10 36
apart 10 42
apart 10 50
apart 10 55
apart 10 56
apart 11 14
apart 11 19
apart 11 20
apart 11 28
apart 11 29
apart 11 30
apart 11 32
apart 11 34
apart 11 42
apart 11 43
apart 11 50
apart 11 51
apart 11 56
apart 12 16
apart 12 17
