60 6
apart 0 2
apart 0 5
apart 0 11
apart 0 13
apart 0 16
apart 0 18
apart 0 20
apart 0 22
apart 0 25
apart 0 28
apart 0 30
apart 0 34
apart 0 35
apart 0 41
apart 0 44
apart 0 50
apart 0 57
apart 1 3
apart 1 5
apart 1 11
apart 1 13
apart 1 15
apart 1 26
apart 1 35
apart 1 36
together 1 43
apart 1 52
apart 1 55
apart 2 25
apart 2 28
apart 2 30
apart 2 33
apart 2 34
apart 2 36
apart 2 37
apart 2 39
apart 2 43
apart 2 45
apart 2 48
apart 2 51
apart 2 59
apart 3 4
apart 3 5
apart 3 11
apart 3 17
apart 3 18
apart 3 19
apart 3 21
apart 3 23
apart 3 24
apart 3 44
apart 3 51
apart 3 58
apart 4 8
apart 4 11
apart 4 13
apart 4 19
apart 4 29
apart 4 43
apart 4 47
apart 4 49
apart 4 50
apart 4 51
apart 4 59
apart 5 8
apart 5 10
apart 5 11
apart 5 19
apart 5 21
apart 5 22
apart 5 24
together 5 27
apart 5 28
apart 5 30
apart 5 33
apart 5 36
apart 5 37
apart 5 44
apart 5 51
apart 5 58
apart 5 59
apart 6 12
apart 6 15
apart 6 20
apart 6 26
apart 6 27
apart 6 31
apart 6 38
apart 6 39
apart 6 43
apart 6 44
apart 6 45
apart 6 55
apart 6 59
apart 7 10
apart 7 13
apart 7 17
apart 7 37
apart 7 38
apart 7 40
apart 7 48
apart 7 51
apart 7 53
apart 7 56
apart 7 58
apart 8 15
apart 8 19
apart 8 26
apart 8 31
apart 8 33
apart 8 36
apart 8 39
apart 8 41
apart 8 47
together 8 53
apart 8 54
apart 8 59
apart 9 11
apart 9 15
apart 9 21
apart 9 22
apart 9 26
apart 9 27
apart 9 35
apart 9 48
apart 9 54
apart 9 57
apart 9 58
apart 9 59
apart 10 13
apart 10 14
apart 10 18
apart 10 24
apart 10 25
apart 10 33
apart 10 36
apart 10 38
apart 10 39
apart 10 56
apart 10 58
apart 11 12
apart 11 13
apart 11 16
apart 11 19
apart 11 23
apart 11 28
together 11 32
apart 11 33
apart 11 35
apart 11 36
apart 11 40
apart 11 41
apart 11 42
apart 11 45
apart 11 46
apart 11 56
apart 11 57
apart 12 19
apart 12 28
apart 12 30
apart 12 32
apart 12 45
apart 12 50
apart 12 54
apart 12 56
apart 12 59
apart 13 15
apart 13 16
apart 13 18
apart 13 23
apart 13 26
apart 13 27
apart 13 35
apart 13 38
apart 13 41
apart 13 42
apart 13 57
apart 13 59
apart 14 16
apart 14 19
apart 14 20
apart 14 23
apart 14 24
apart 14 44
apart 14 48
apart 14 54
apart 14 57
apart 15 21
apart 15 32
apart 15 33
apart 15 41
together 15 47
apart 15 53
apart 15 54
apart 15 56
apart 16 18
apart 16 19
apart 16 21
apart 16 27
apart 16 30
apart 16 31
apart 16 37
apart 16 39
apart 16 41
apart 16 47
apart 16 50
apart 16 53
apart 17 27
apart 17 28
apart 17 29
apart 17 31
apart 17 32
apart 17 33
apart 17 35
apart 17 44
apart 17 50
apart 17 54
apart 18 29
apart 18 34
apart 18 38
apart 18 39
apart 18 44
apart 18 49
apart 18 54
apart 18 56
apart 19 27
apart 19 28
apart 19 29
apart 19 30
apart 19 37
apart 19 39
apart 19 41
apart 19 44
apart 19 58
apart 19 59
apart 20 21
apart 20 22
apart 20 23
apart 20 29
apart 20 38
apart 20 41
apart 20 43
apart 20 58
apart 21 29
apart 21 44
apart 21 45
apart 21 51
apart 21 58
apart 22 26
apart 22 36
apart 22 44
apart 22 50
apart 22 53
apart 22 58
apart 22 59
apart 23 26
apart 23 37
apart 23 43
apart 23 55
apart 24 26
apart 24 27
apart 24 36
apart 24 41
apart 24 48
apart 24 51
apart 25 29
apart 25 30
apart 25 43
apart 25 54
apart 26 30
apart 26 32
apart 26 37
apart 26 38
apart 26 39
apart 26 43
apart 26 46
apart 26 48
apart 27 41
apart 27 51
apart 27 52
apart 27 55
apart 27 57
apart 28 29
apart 28 31
apart 28 32
apart 28 35
apart 28 38
apart 28 42
apart 28 52
apart 28 54
apart 28 58
apart 29 30
apart 29 31
apart 29 34
apart 29 40
apart 29 41
apart 29 44
apart 29 45
apart 29 46
apart 29 55
apart 29 56
apart 29 58
apart 30 33
apart 30 37
apart 30 39
apart 30 49
apart 30 50
together 30 53
apart 30 57
apart 31 37
apart 31 39
apart 31 43
apart 31 44
apart 31 45
apart 31 50
apart 31 54
apart 32 33
apart 32 34
apart 32 35
apart 32 40
apart 32 42
apart 32 43
apart 32 52
apart 32 54
apart 33 42
apart 33 47
apart 33 48
apart 33 50
apart 33 52
apart 34 35
apart 34 36
apart 34 37
apart 34 38
apart 34 40
apart 34 45
apart 34 48
apart 35 36
apart 35 37
apart 35 40
apart 35 44
apart 35 45
apart 35 51
apart 35 52
apart 36 40
apart 36 48
apart 36 54
apart 36 57
apart 37 41
apart 37 50
apart 37 52
apart 38 39
apart 38 40
apart 38 42
apart 38 48
apart 38 50
apart 38 53
apart 38 56
apart 39 48
apart 39 49
apart 39 58
apart 40 45
apart 40 53
apart 41 49
apart 42 44
apart 42 48
apart 43 44
apart 43 45
apart 43 49
apart 43 53
apart 43 58
apart 44 46
apart 44 51
apart 45 51
apart 45 52
apart 45 58
apart 46 53
apart 46 55
apart 46 56
apart 46 57
apart 46 58
apart 46 59
apart 47 49
apart 47 56
apart 48 49
apart 49 50
apart 49 54
apart 49 56
apart 50 56
apart 51 52
apart 52 53
apart 52 54
apart 52 55
apart 54 57
