300 30
together 5 255
together 8 221
together 9 175
together 12 105
together 12 281
together 15 284
together 17 246
together 25 273
together 27 193
together 32 189
together 35 165
together 37 145
together 38 202
together 44 147
together 54 200
together 62 197
together 62 282
together 63 277
together 75 196
together 76 142
together 79 89
together 79 273
together 82 129
together 88 135
together 93 174
together 97 151
together 103 299
together 115 131
together 120 205
together 123 171
together 141 238
together 151 204
together 154 170
together 154 288
together 163 188
together 167 203
together 173 228
together 177 213
together 181 224
together 198 286
together 230 244
together 238 243
together 252 278
together 258 275
together 265 270
apart 0 38
apart 0 106
apart 0 197
apart 0 263
apart 0 273
apart 0 284
apart 1 116
apart 1 184
apart 1 284
apart 2 3
apart 2 5
apart 2 94
apart 2 137
apart 2 224
apart 2 233
apart 3 43
apart 3 91
apart 3 132
apart 3 246
apart 3 283
apart 4 17
apart 4 51
apart 4 162
apart 5 75
apart 5 106
apart 5 138
apart 5 144
apart 5 156
apart 5 249
apart 5 258
apart 5 269
apart 6 36
apart 6 228
apart 6 265
apart 6 275
apart 7 78
apart 7 88
apart 7 108
apart 7 129
apart 7 200
apart 7 265
apart 8 160
apart 8 167
apart 8 215
apart 8 281
apart 9 26
apart 9 29
apart 9 96
apart 9 124
apart 9 153
apart 9 165
apart 9 185
apart 9 205
apart 10 124
apart 10 132
apart 11 41
apart 11 82
apart 11 159
apart 12 15
apart 12 24
apart 12 28
apart 12 37
apart 12 51
apart 12 67
apart 12 84
apart 12 202
apart 12 240
apart 12 292
apart 13 86
apart 13 91
apart 13 108
apart 13 240
apart 13 267
apart 14 36
apart 14 50
apart 14 62
apart 14 72
apart 14 87
apart 14 140
apart 14 154
apart 14 222
apart 14 251
apart 14 292
apart 15 27
apart 15 29
apart 15 52
apart 15 79
apart 15 80
apart 15 103
apart 15 112
apart 15 150
apart 15 162
apart 15 179
apart 15 206
apart 16 55
apart 16 171
apart 16 235
apart 16 236
apart 16 279
apart 17 135
apart 17 148
apart 17 243
apart 17 287
apart 18 25
apart 18 159
apart 18 171
apart 18 187
apart 18 193
apart 18 271
apart 19 23
apart 19 74
apart 19 79
apart 19 168
apart 19 172
apart 19 268
apart 19 282
apart 20 75
apart 20 129
apart 20 182
apart 20 210
apart 20 227
apart 20 270
apart 20 299
apart 21 27
apart 21 121
apart 21 169
apart 21 241
apart 21 255
apart 21 267
apart 22 126
apart 22 162
apart 22 163
apart 22 165
apart 22 185
apart 22 265
apart 23 75
apart 23 90
apart 23 127
apart 23 135
apart 23 194
apart 23 230
apart 24 127
apart 24 234
apart 25 69
apart 25 245
apart 26 46
apart 26 65
apart 26 126
apart 26 198
apart 26 210
apart 26 215
apart 27 105
apart 27 123
apart 27 190
apart 27 219
apart 27 241
apart 28 80
apart 28 82
apart 28 118
apart 28 122
apart 28 125
apart 28 130
apart 28 139
apart 28 289
apart 29 31
apart 29 114
apart 29 116
apart 29 265
apart 30 104
apart 30 127
apart 30 261
apart 30 293
apart 31 33
apart 31 40
apart 31 87
apart 31 104
apart 31 287
apart 31 296
apart 32 223
apart 32 288
apart 33 56
apart 33 113
apart 33 140
apart 33 201
apart 34 217
apart 34 289
apart 35 37
apart 35 115
apart 35 203
apart 35 274
apart 36 45
apart 36 74
apart 36 174
apart 36 218
apart 36 245
apart 36 285
apart 37 78
apart 37 295
apart 38 69
apart 39 48
apart 39 116
apart 39 165
apart 39 270
apart 39 273
apart 39 276
apart 40 83
apart 40 128
apart 40 223
apart 40 251
apart 42 134
apart 42 143
apart 42 171
apart 42 269
apart 42 278
apart 43 44
apart 43 86
apart 43 110
apart 43 158
apart 44 108
apart 44 146
apart 44 185
apart 44 275
apart 45 73
apart 45 172
apart 45 230
apart 46 81
apart 46 103
apart 46 175
apart 46 184
apart 47 108
apart 47 115
apart 47 239
apart 47 273
apart 48 103
apart 48 142
apart 48 170
apart 48 207
apart 48 215
apart 48 270
apart 48 280
apart 49 122
apart 49 152
apart 49 188
apart 49 229
apart 49 232
apart 50 53
apart 50 149
apart 50 160
apart 50 181
apart 50 206
apart 50 226
apart 50 254
apart 50 268
apart 50 269
apart 51 155
apart 51 184
apart 51 278
apart 51 286
apart 52 65
apart 52 93
apart 52 217
apart 52 226
apart 52 240
apart 53 66
apart 53 105
apart 53 128
apart 53 154
apart 53 184
apart 53 245
apart 54 136
apart 54 181
apart 54 221
apart 54 245
apart 54 286
apart 54 299
apart 55 82
apart 55 136
apart 55 153
apart 55 196
apart 55 236
apart 55 257
apart 56 212
apart 56 221
apart 56 240
apart 56 259
apart 57 94
apart 57 128
apart 57 135
apart 57 148
apart 57 155
apart 57 181
apart 57 222
apart 58 64
apart 58 75
apart 58 89
apart 58 151
apart 58 178
apart 58 187
apart 58 209
apart 58 218
apart 59 93
apart 59 171
apart 60 124
apart 60 154
apart 60 158
apart 60 180
apart 60 238
apart 60 269
apart 60 296
apart 61 67
apart 61 162
apart 61 188
apart 61 224
apart 62 128
apart 62 154
apart 62 176
apart 62 284
apart 63 210
apart 63 226
apart 63 243
apart 64 71
apart 64 185
apart 64 238
