200 40
together 1 7
together 2 194
together 5 9
together 6 153
together 12 28
together 14 21
together 16 20
together 16 167
together 18 169
together 18 179
together 19 43
together 22 123
together 24 182
together 36 130
together 38 64
together 40 153
together 41 73
together 43 93
together 45 166
together 49 89
together 52 147
together 53 137
together 55 110
together 56 58
together 60 75
together 67 75
together 68 127
together 70 137
together 75 97
together 75 164
together 77 115
together 80 181
together 89 196
together 95 126
together 95 174
together 103 158
together 114 163
together 115 116
together 115 142
together 119 148
together 128 173
together 141 156
together 149 152
together 151 199
together 167 187
apart 1 155
apart 2 16
apart 3 157
apart 4 184
apart 7 86
apart 9 38
apart 12 84
apart 16 130
apart 20 48
apart 24 169
apart 25 176
apart 29 41
apart 29 109
apart 39 40
apart 41 126
apart 44 195
apart 45 150
apart 47 190
apart 48 145
apart 48 196
apart 49 169
apart 53 125
apart 56 60
apart 56 105
apart 57 193
apart 58 196
apart 59 95
apart 61 162
apart 62 86
apart 62 113
apart 64 144
apart 65 195
apart 69 187
apart 70 176
apart 71 140
apart 73 141
apart 73 186
apart 74 106
apart 74 180
apart 75 138
apart 79 185
apart 80 189
apart 82 103
apart 84 103
apart 84 131
apart 86 112
apart 86 120
apart 86 166
apart 87 160
apart 88 112
apart 93 119
apart 102 199
apart 108 125
apart 108 197
apart 112 125
apart 118 139
apart 121 142
apart 124 129
apart 125 197
apart 126 129
apart 144 150
apart 148 162
apart 154 197
apart 172 180
apart 183 195
