200 40
together 1 9
together 2 169
together 5 114
together 7 101
together 8 20
together 8 60
together 9 135
together 10 111
together 10 197
together 11 20
together 13 67
together 16 127
together 20 166
together 22 136
together 23 60
together 23 132
together 24 154
together 25 118
together 26 164
together 30 101
together 30 140
together 31 157
together 31 180
together 40 114
together 44 112
together 47 84
together 51 54
together 51 104
together 51 159
together 59 93
together 59 131
together 60 91
together 62 131
together 65 102
together 67 80
together 73 129
together 73 154
together 74 135
together 77 178
together 80 186
together 88 111
together 93 160
together 97 144
together 105 174
together 110 118
together 112 192
together 114 120
together 125 143
together 134 173
together 139 158
together 141 151
together 144 168
together 145 164
together 147 155
together 152 192
together 176 189
together 180 193
together 181 184
apart 0 32
apart 1 48
apart 7 8
apart 12 33
apart 22 142
apart 26 137
apart 27 157
apart 33 178
apart 36 88
apart 36 111
apart 38 141
apart 54 78
apart 62 187
apart 63 197
apart 67 130
apart 72 164
apart 74 183
apart 76 77
apart 78 94
apart 80 82
apart 81 134
apart 83 111
apart 84 105
apart 93 174
apart 97 151
apart 97 173
apart 97 196
apart 99 170
apart 109 176
apart 115 149
apart 115 154
apart 116 192
apart 120 157
apart 122 173
apart 134 186
apart 165 179
apart 171 190
apart 174 198
apart 180 192
