300 30
together 0 168
together 0 259
together 3 282
together 6 281
together 8 122
together 9 124
together 12 52
together 12 113
together 12 129
together 13 140
together 23 180
together 27 129
together 30 218
together 32 214
together 33 177
together 44 146
together 44 226
together 46 250
together 53 63
together 53 139
together 54 64
together 63 128
together 64 138
together 69 70
together 79 84
together 99 126
together 117 166
together 117 195
together 140 142
together 144 282
together 150 190
together 150 274
together 160 178
together 161 222
together 162 295
together 169 204
together 172 230
together 188 293
together 193 287
together 205 293
together 221 226
together 248 286
together 250 297
together 251 259
together 262 293
together 264 281
apart 0 78
apart 0 115
apart 0 131
apart 0 146
apart 0 161
apart 0 201
apart 0 239
apart 1 69
apart 1 132
apart 1 161
apart 1 204
apart 1 235
apart 1 256
apart 1 261
apart 1 267
apart 2 8
apart 2 72
apart 2 78
apart 2 185
apart 2 200
apart 2 229
apart 2 239
apart 2 295
apart 3 22
apart 3 25
apart 3 39
apart 3 43
apart 3 84
apart 3 103
apart 3 136
apart 3 166
apart 3 220
apart 3 244
apart 3 259
apart 3 281
apart 4 25
apart 4 40
apart 4 75
apart 4 84
apart 4 94
apart 4 99
apart 4 124
apart 4 258
apart 4 259
apart 4 280
apart 5 68
apart 5 72
apart 5 170
apart 5 253
apart 5 291
apart 6 96
apart 6 100
apart 6 128
apart 6 183
apart 6 185
apart 6 202
apart 6 229
apart 6 230
apart 6 243
apart 6 254
apart 7 15
apart 7 41
apart 7 175
apart 7 182
apart 7 200
apart 7 246
apart 7 260
apart 7 283
apart 7 286
apart 7 299
apart 8 81
apart 8 117
apart 8 124
apart 8 148
apart 8 149
apart 8 180
apart 8 271
apart 8 288
apart 8 291
apart 9 75
apart 9 231
apart 9 299
apart 10 87
apart 10 163
apart 10 213
apart 10 276
apart 11 33
apart 11 103
apart 11 113
apart 11 191
apart 11 225
apart 11 283
apart 12 17
apart 12 30
apart 12 146
apart 12 170
apart 12 291
apart 13 34
apart 13 187
apart 13 280
apart 14 18
apart 14 32
apart 14 33
apart 14 86
apart 15 59
apart 15 76
apart 15 228
apart 15 245
apart 16 54
apart 16 93
apart 16 122
apart 16 170
apart 16 252
apart 17 52
apart 17 55
apart 17 62
apart 17 104
apart 17 201
apart 17 205
apart 18 37
apart 18 48
apart 18 231
apart 19 65
apart 19 68
apart 19 99
apart 19 106
apart 19 153
apart 19 156
apart 19 197
apart 19 225
apart 19 242
apart 19 255
apart 19 286
apart 20 23
apart 20 94
apart 20 129
apart 20 139
apart 20 173
apart 20 217
apart 21 75
apart 21 77
apart 21 84
apart 21 112
apart 21 119
apart 21 130
apart 21 164
apart 21 171
apart 21 175
apart 21 217
apart 21 256
apart 22 59
apart 22 97
apart 22 170
apart 22 212
apart 23 102
apart 23 104
apart 23 122
apart 23 210
apart 23 227
apart 24 29
apart 24 66
apart 24 76
apart 24 84
apart 24 86
apart 24 102
apart 24 123
apart 24 134
apart 24 145
apart 24 166
apart 24 205
apart 25 43
apart 25 65
apart 25 102
apart 25 121
apart 25 273
apart 26 82
apart 26 136
apart 26 186
apart 26 225
apart 26 241
apart 26 282
apart 26 289
apart 27 54
apart 27 124
apart 27 137
apart 27 150
apart 27 171
apart 27 187
apart 27 204
apart 27 220
apart 27 223
apart 27 224
apart 27 240
apart 27 249
apart 28 40
apart 28 149
apart 28 197
apart 28 227
apart 28 235
apart 28 240
apart 29 83
apart 29 160
apart 29 176
apart 29 202
apart 29 227
apart 29 299
apart 30 38
apart 30 79
apart 30 114
apart 30 240
apart 30 260
apart 30 264
apart 31 46
apart 31 58
apart 31 102
apart 31 113
apart 31 233
apart 31 263
apart 31 265
apart 32 34
apart 32 36
apart 32 88
apart 32 154
apart 32 199
apart 32 254
apart 32 255
apart 33 61
apart 33 152
apart 33 193
apart 33 200
apart 33 215
apart 33 266
apart 33 268
apart 34 55
apart 34 76
apart 34 90
apart 34 116
apart 34 141
apart 34 174
apart 34 184
apart 34 228
apart 34 237
apart 35 51
apart 35 58
apart 35 122
apart 35 124
apart 35 221
apart 35 225
apart 35 230
apart 35 241
apart 35 253
apart 35 263
apart 35 283
apart 36 40
apart 36 88
apart 36 90
apart 36 95
apart 36 97
apart 36 110
apart 36 129
apart 36 229
apart 36 241
apart 37 38
apart 37 43
apart 37 89
apart 37 185
apart 37 267
apart 37 284
apart 38 43
apart 38 110
apart 38 129
apart 38 142
apart 38 231
apart 39 113
apart 39 121
apart 39 147
apart 39 202
apart 40 47
apart 40 68
apart 40 83
apart 40 104
apart 40 215
apart 40 221
apart 40 263
apart 40 270
apart 41 66
apart 41 148
apart 41 229
apart 41 252
apart 41 262
apart 41 296
apart 42 45
apart 42 70
apart 42 97
apart 42 122
apart 42 174
apart 42 194
apart 42 202
apart 42 252
apart 43 88
apart 43 107
apart 43 217
apart 43 258
apart 43 274
apart 43 286
apart 44 70
apart 44 85
apart 44 171
apart 44 180
apart 45 68
apart 45 102
apart 45 162
apart 45 277
apart 45 293
apart 46 135
apart 46 164
apart 46 167
apart 46 168
apart 46 188
apart 46 190
apart 46 194
apart 46 270
apart 46 286
apart 47 68
apart 47 116
apart 47 123
apart 47 150
apart 47 170
apart 47 214
apart 47 228
apart 47 250
apart 47 288
apart 48 261
apart 49 86
apart 49 117
apart 49 137
apart 49 179
apart 49 192
apart 50 106
apart 50 128
apart 50 142
apart 50 257
apart 50 286
apart 51 68
apart 51 124
apart 51 152
apart 51 190
apart 51 264
apart 51 295
apart 52 99
apart 52 145
apart 52 152
apart 52 158
apart 52 181
apart 52 196
apart 52 274
apart 52 281
apart 53 148
apart 53 250
apart 53 277
apart 54 123
apart 54 125
apart 54 142
apart 54 194
apart 54 259
apart 55 70
apart 55 78
apart 55 167
apart 55 191
apart 55 261
apart 55 298
apart 56 105
apart 56 113
apart 56 160
apart 56 162
apart 56 192
apart 56 233
apart 57 86
apart 57 122
apart 57 136
apart 57 173
apart 57 176
apart 57 219
apart 57 257
apart 57 294
apart 58 59
apart 58 125
apart 58 182
apart 58 231
apart 58 274
apart 58 277
apart 58 284
apart 59 64
apart 59 73
apart 59 77
apart 59 154
apart 59 193
apart 59 256
apart 59 266
apart 59 280
apart 59 282
apart 60 112
apart 60 131
apart 60 150
apart 60 181
apart 60 185
apart 60 251
apart 61 62
apart 61 76
apart 61 88
apart 61 94
apart 61 104
apart 61 124
apart 61 131
apart 61 183
