200 50
together 1 130
together 3 80
together 5 127
together 7 69
together 8 56
together 9 67
together 14 95
together 14 199
together 16 110
together 22 165
together 26 173
together 27 60
together 27 135
together 30 181
together 31 155
together 36 162
together 40 114
together 40 169
together 42 80
together 44 191
together 45 146
together 47 176
together 49 193
together 53 87
together 57 179
together 62 141
together 88 101
together 90 138
together 101 165
together 104 171
together 108 153
together 115 191
together 117 154
together 133 159
together 145 171
together 149 184
together 150 151
together 153 157
together 163 175
together 164 188
together 187 195
apart 0 23
apart 1 153
apart 3 198
apart 6 36
apart 9 78
apart 9 90
apart 11 60
apart 12 130
apart 13 160
apart 14 32
apart 15 107
apart 17 124
apart 25 62
apart 30 50
apart 30 89
apart 33 80
apart 35 53
apart 40 120
apart 41 164
apart 53 135
apart 53 144
apart 62 98
apart 62 152
apart 81 128
apart 81 190
apart 83 102
apart 88 102
apart 92 126
apart 98 173
apart 100 126
apart 100 177
apart 101 182
apart 102 108
apart 111 118
apart 112 171
apart 114 128
apart 119 159
apart 126 130
apart 141 191
apart 148 175
apart 148 181
apart 151 190
apart 152 186
apart 155 198
apart 170 172
