200 50
together 0 158
together 8 100
together 8 134
together 9 68
together 10 136
together 11 144
together 15 195
together 17 59
together 19 163
together 21 198
together 26 41
together 28 129
together 32 178
together 42 133
together 43 51
together 44 50
together 47 134
together 48 63
together 51 129
together 52 68
together 55 78
together 56 115
together 56 165
together 57 90
together 59 101
together 63 111
together 80 84
together 81 141
together 94 177
together 98 162
together 99 197
together 101 140
together 106 127
together 107 168
together 108 110
together 118 176
together 119 128
together 124 147
together 126 132
together 130 138
together 135 194
together 139 178
together 141 166
together 149 180
together 153 174
apart 0 12
apart 1 51
apart 1 170
apart 6 21
apart 7 127
apart 11 39
apart 14 145
apart 23 189
apart 28 98
apart 36 62
apart 37 49
apart 37 68
apart 38 121
apart 40 128
apart 41 99
apart 41 183
apart 47 144
apart 49 122
apart 50 131
apart 57 188
apart 58 133
apart 70 85
apart 71 193
apart 93 126
apart 97 145
apart 98 150
apart 99 138
apart 99 153
apart 105 134
apart 108 146
apart 109 141
apart 114 163
apart 119 168
apart 123 150
apart 128 170
apart 143 147
apart 146 160
apart 162 178
apart 175 193
apart 188 195
