200 40
together 7 22
together 7 23
together 9 50
together 10 140
together 11 158
together 12 30
together 18 84
together 20 41
together 21 79
together 21 114
together 21 165
together 27 154
together 28 58
together 29 74
together 39 169
together 39 177
together 40 189
together 67 144
together 74 142
together 76 177
together 78 169
together 81 116
together 82 99
together 84 117
together 84 136
together 88 179
together 91 189
together 91 190
together 97 172
together 102 131
together 124 136
together 130 171
together 140 147
together 141 166
together 143 175
together 148 190
together 165 174
together 173 179
together 187 188
together 192 199
apart 5 169
apart 7 31
apart 8 147
apart 10 67
apart 10 113
apart 11 126
apart 15 195
apart 18 162
apart 19 23
apart 21 124
apart 26 58
apart 28 114
apart 29 122
apart 29 173
apart 30 183
apart 33 132
apart 35 73
apart 36 165
apart 40 131
apart 48 119
apart 52 87
apart 52 174
apart 56 66
apart 58 191
apart 62 77
apart 64 90
apart 64 186
apart 68 175
apart 69 106
apart 72 119
apart 79 115
apart 82 149
apart 84 95
apart 85 180
apart 87 121
apart 94 170
apart 97 107
apart 104 188
apart 105 176
apart 115 134
apart 115 157
apart 116 162
apart 117 152
apart 122 131
apart 125 191
apart 128 199
apart 129 142
apart 130 152
apart 130 158
apart 131 147
apart 136 199
apart 138 152
apart 139 155
apart 142 144
apart 147 149
apart 148 152
