400 40
together 0 95
together 5 34
together 5 199
together 7 209
together 8 132
together 8 368
together 10 224
together 10 295
together 10 302
together 13 368
together 17 194
together 17 195
together 20 304
together 20 320
together 23 96
together 25 89
together 27 40
together 27 62
together 28 72
together 33 126
together 38 346
together 40 366
together 42 152
together 48 382
together 49 387
together 53 70
together 54 364
together 55 110
together 56 66
together 58 151
together 64 271
together 70 348
together 75 323
together 80 367
together 82 98
together 82 99
together 88 397
together 91 145
together 102 359
together 108 126
together 112 159
together 113 208
together 127 239
together 129 379
together 131 257
together 137 190
together 141 146
together 143 300
together 150 299
together 156 311
together 159 201
together 162 243
together 163 252
together 164 355
together 165 313
together 166 282
together 168 260
together 170 315
together 172 242
together 172 297
together 175 294
together 198 359
together 202 394
together 208 340
together 215 221
together 230 281
together 231 271
together 235 324
together 237 315
together 237 355
together 238 352
together 250 370
together 256 365
together 262 304
together 270 355
together 279 314
together 295 361
together 299 329
together 300 351
together 302 373
together 303 317
together 303 326
together 322 343
together 328 377
together 331 344
together 351 361
together 377 399
apart 1 251
apart 5 244
apart 12 168
apart 15 375
apart 17 89
apart 19 308
apart 20 164
apart 24 347
apart 28 29
apart 29 337
apart 30 303
apart 30 313
apart 34 254
apart 35 282
apart 39 109
apart 40 163
apart 41 298
apart 42 368
apart 47 352
apart 49 110
apart 53 325
apart 53 332
apart 54 307
apart 55 261
apart 56 282
apart 60 159
apart 63 382
apart 66 243
apart 69 247
apart 84 313
apart 90 157
apart 91 340
apart 92 355
apart 97 192
apart 100 324
apart 114 193
apart 118 398
apart 120 312
apart 122 176
apart 135 267
apart 148 369
apart 149 336
apart 152 197
apart 156 327
apart 162 185
apart 164 175
apart 167 240
apart 167 324
apart 168 361
apart 169 180
apart 170 387
apart 172 303
apart 177 275
apart 181 369
apart 202 222
apart 207 230
apart 220 256
apart 230 335
apart 236 286
apart 239 350
apart 245 257
apart 253 290
apart 257 292
apart 267 389
apart 280 295
apart 280 300
apart 280 344
apart 281 287
apart 281 310
apart 290 334
apart 299 340
apart 332 345
apart 364 379
apart 368 378
