200 40
together 5 92
together 9 131
together 10 86
together 12 48
together 14 121
together 14 136
together 16 21
together 16 144
together 17 124
together 23 80
together 24 36
together 25 35
together 25 123
together 26 197
together 29 90
together 33 138
together 34 181
together 37 161
together 39 41
together 40 66
together 40 172
together 42 158
together 45 174
together 45 177
together 46 191
together 47 143
together 47 180
together 53 161
together 56 194
together 57 80
together 59 186
together 60 179
together 65 172
together 69 194
together 74 140
together 75 142
together 75 195
together 79 114
together 80 147
together 81 123
together 83 99
together 101 131
together 104 180
together 105 161
together 107 150
together 116 168
together 122 177
together 124 149
together 127 163
together 133 176
together 136 152
together 159 189
together 160 178
together 180 196
together 189 190
apart 17 196
apart 19 168
apart 19 187
apart 22 100
apart 24 166
apart 28 131
apart 30 140
apart 40 148
apart 45 171
apart 50 58
apart 64 153
apart 66 95
apart 68 108
apart 68 151
apart 71 128
apart 75 98
apart 76 172
apart 78 115
apart 85 96
apart 109 196
apart 110 179
apart 116 117
apart 117 186
apart 119 187
apart 124 179
apart 126 182
apart 146 181
apart 177 185
