200 50
together 2 29
together 3 11
together 8 85
together 10 11
together 12 113
together 15 22
together 15 174
together 16 50
together 16 72
together 17 147
together 18 181
together 23 185
together 40 187
together 45 80
together 46 108
together 49 143
together 51 159
together 56 72
together 62 102
together 73 139
together 86 120
together 86 154
together 100 180
together 105 157
together 106 162
together 126 181
together 133 169
together 137 194
together 139 195
together 140 156
apart 2 16
apart 3 33
apart 9 25
apart 11 20
apart 13 44
apart 16 136
apart 18 166
apart 21 59
apart 23 141
apart 24 99
apart 24 104
apart 25 42
apart 27 127
apart 30 144
apart 33 192
apart 34 183
apart 41 93
apart 44 119
apart 44 182
apart 45 126
apart 47 56
apart 53 79
apart 65 82
apart 70 197
apart 76 118
apart 83 179
apart 85 184
apart 93 118
apart 97 149
apart 100 134
apart 103 108
apart 107 125
apart 108 191
apart 120 185
apart 127 168
apart 134 136
