100 20
together 1 72
together 7 65
together 11 55
together 11 74
together 13 34
together 14 17
together 15 33
together 18 68
together 19 87
together 21 57
together 24 71
together 25 26
together 27 90
together 28 59
together 34 90
together 38 79
together 40 92
together 42 56
together 46 79
together 50 84
together 55 65
together 59 81
together 59 87
together 78 90
apart 1 21
apart 6 66
apart 10 79
apart 11 41
apart 21 64
apart 26 47
apart 28 33
apart 28 49
apart 30 34
apart 33 45
apart 34 42
apart 35 76
apart 42 48
apart 53 71
apart 54 87
apart 60 64
apart 72 78
