300 30
together 6 285
together 7 57
together 7 295
together 8 51
together 8 208
together 8 210
together 9 265
together 10 142
together 11 65
together 13 104
together 16 139
together 16 196
together 16 245
together 16 288
together 18 138
together 18 200
together 19 61
together 22 72
together 23 246
together 25 188
together 25 212
together 28 43
together 28 110
together 28 248
together 29 154
together 29 177
together 32 234
together 34 213
together 40 254
together 42 290
together 47 223
together 47 234
together 48 105
together 50 194
together 51 71
together 51 272
together 55 208
together 57 187
together 57 274
together 60 130
together 63 202
together 65 96
together 65 260
together 70 291
together 70 297
together 71 208
together 74 287
together 75 197
together 78 214
together 81 215
together 93 191
together 93 292
together 100 195
together 103 122
together 103 280
together 106 211
together 107 119
together 107 283
together 108 216
together 112 194
together 113 278
together 115 149
together 122 192
together 127 235
together 130 200
together 131 225
together 132 149
together 134 272
together 146 240
together 149 278
together 164 189
together 169 205
together 172 264
together 175 259
together 176 228
together 180 258
together 187 277
together 195 224
together 201 255
together 204 234
together 214 232
together 225 251
together 227 283
together 237 267
together 246 247
together 259 299
together 268 269
apart 1 176
apart 3 80
apart 9 15
apart 9 121
apart 9 204
apart 10 31
apart 11 199
apart 12 119
apart 12 175
apart 13 134
apart 13 140
apart 13 165
apart 13 260
apart 14 37
apart 16 147
apart 20 54
apart 23 270
apart 25 165
apart 27 281
apart 38 194
apart 40 61
apart 41 82
apart 43 98
apart 43 108
apart 43 276
apart 46 82
apart 47 225
apart 49 117
apart 49 168
apart 54 231
apart 61 150
apart 65 87
apart 66 172
apart 67 171
apart 68 113
apart 68 272
apart 70 296
apart 74 214
apart 76 258
apart 81 150
apart 83 196
apart 84 232
apart 85 98
apart 85 246
apart 93 109
apart 93 187
apart 112 257
apart 115 147
apart 116 144
apart 122 139
apart 129 183
apart 131 275
apart 132 292
apart 132 296
apart 138 299
apart 139 152
apart 141 164
apart 141 185
apart 141 282
apart 143 250
apart 145 169
apart 155 203
apart 155 278
apart 156 186
apart 156 265
apart 157 277
apart 163 183
apart 172 250
apart 178 197
apart 179 236
apart 180 295
apart 185 297
apart 197 199
apart 199 240
apart 203 221
apart 206 284
apart 210 256
apart 212 290
apart 216 254
apart 217 262
apart 219 254
apart 228 293
apart 263 283
apart 265 292
